id,facility_id,blood_group,component,units_available,batch_number,status,collected_date,expiry_date,temperature_celsius,is_quarantined,source_tag
23,18,O-,PACKED_RED_BLOOD_CELLS,30,BATCH-18-ON-00023,CONFIRMED_AVAILABILITY,2026-09-05,2026-10-10,4.0,False,DIRECT_LAB_VERIFIED
24,46,B-,WHOLE_BLOOD,19,BATCH-46-BN-00024,CONFIRMED_AVAILABILITY,2026-08-19,2026-09-23,4.0,False,DIRECT_LAB_VERIFIED
25,21,B+,PLATELET_CONCENTRATE,2,BATCH-21-BP-00025,REPORTED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
26,14,B-,FRESH_FROZEN_PLASMA,21,BATCH-14-BN-00026,REPORTED_AVAILABILITY,2026-09-05,2027-09-05,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
27,12,A+,WHOLE_BLOOD,4,BATCH-12-AP-00027,REPORTED_AVAILABILITY,2026-09-06,2026-10-11,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
28,50,O-,FRESH_FROZEN_PLASMA,29,BATCH-50-ON-00028,CONFIRMED_AVAILABILITY,2026-08-21,2027-08-21,-22.0,False,DIRECT_LAB_VERIFIED
29,46,O+,FRESH_FROZEN_PLASMA,13,BATCH-46-OP-00029,REPORTED_AVAILABILITY,2026-08-10,2027-08-10,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
30,6,A-,WHOLE_BLOOD,7,BATCH-06-AN-00030,REPORTED_AVAILABILITY,2026-08-25,2026-09-29,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
31,23,B+,PACKED_RED_BLOOD_CELLS,19,BATCH-23-BP-00031,CONFIRMED_AVAILABILITY,2026-08-26,2026-09-30,4.0,False,DIRECT_LAB_VERIFIED
32,44,B-,PACKED_RED_BLOOD_CELLS,21,BATCH-44-BN-00032,CONFIRMED_AVAILABILITY,2026-09-03,2026-10-08,4.0,False,DIRECT_LAB_VERIFIED
33,17,A+,WHOLE_BLOOD,5,BATCH-17-AP-00033,REPORTED_AVAILABILITY,2026-08-31,2026-10-05,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
34,2,AB+,FRESH_FROZEN_PLASMA,22,BATCH-02-ABP-00034,CONFIRMED_AVAILABILITY,2026-09-03,2027-09-03,-22.0,False,DIRECT_LAB_VERIFIED
35,50,O-,WHOLE_BLOOD,7,BATCH-50-ON-00035,REPORTED_AVAILABILITY,2026-09-01,2026-10-06,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
36,45,O+,PACKED_RED_BLOOD_CELLS,4,BATCH-45-OP-00036,CONFIRMED_AVAILABILITY,2026-08-04,2026-09-08,4.0,False,DIRECT_LAB_VERIFIED
37,43,O-,WHOLE_BLOOD,16,BATCH-43-ON-00037,CONFIRMED_AVAILABILITY,2026-08-23,2026-09-27,4.0,False,DIRECT_LAB_VERIFIED
38,22,B+,WHOLE_BLOOD,18,BATCH-22-BP-00038,CONFIRMED_AVAILABILITY,2026-08-25,2026-09-29,4.0,False,DIRECT_LAB_VERIFIED
39,5,A+,WHOLE_BLOOD,3,BATCH-05-AP-00039,CONFIRMED_AVAILABILITY,2026-08-12,2026-09-16,4.0,False,DIRECT_LAB_VERIFIED
40,28,AB+,WHOLE_BLOOD,12,BATCH-28-ABP-00040,REPORTED_AVAILABILITY,2026-08-31,2026-10-05,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
41,23,AB+,WHOLE_BLOOD,20,BATCH-23-ABP-00041,REPORTED_AVAILABILITY,2026-08-16,2026-09-20,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
42,12,AB-,PLATELET_CONCENTRATE,7,BATCH-12-ABN-00042,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
43,38,O-,WHOLE_BLOOD,10,BATCH-38-ON-00043,REPORTED_AVAILABILITY,2026-08-14,2026-09-18,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
44,25,A+,PLATELET_CONCENTRATE,4,BATCH-25-AP-00044,CONFIRMED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,DIRECT_LAB_VERIFIED
45,2,A-,FRESH_FROZEN_PLASMA,9,BATCH-02-AN-00045,CONFIRMED_AVAILABILITY,2026-07-12,2027-07-12,-22.0,False,DIRECT_LAB_VERIFIED
46,4,O-,PACKED_RED_BLOOD_CELLS,15,BATCH-04-ON-00046,CONFIRMED_AVAILABILITY,2026-08-31,2026-10-05,4.0,False,DIRECT_LAB_VERIFIED
47,47,B-,PLATELET_CONCENTRATE,5,BATCH-47-BN-00047,CONFIRMED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,DIRECT_LAB_VERIFIED
48,32,B+,FRESH_FROZEN_PLASMA,45,BATCH-32-BP-00048,REPORTED_AVAILABILITY,2026-08-11,2027-08-11,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
49,41,AB-,PLATELET_CONCENTRATE,5,BATCH-41-ABN-00049,CONFIRMED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,DIRECT_LAB_VERIFIED
50,9,A+,WHOLE_BLOOD,8,BATCH-09-AP-00050,REPORTED_AVAILABILITY,2026-08-05,2026-09-09,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
51,47,O+,WHOLE_BLOOD,4,BATCH-47-OP-00051,REPORTED_AVAILABILITY,2026-08-25,2026-09-29,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
52,35,A+,FRESH_FROZEN_PLASMA,13,BATCH-35-AP-00052,CONFIRMED_AVAILABILITY,2026-07-28,2027-07-28,-22.0,False,DIRECT_LAB_VERIFIED
53,13,AB+,PLATELET_CONCENTRATE,8,BATCH-13-ABP-00053,REPORTED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
54,45,O-,WHOLE_BLOOD,10,BATCH-45-ON-00054,CONFIRMED_AVAILABILITY,2026-08-19,2026-09-23,4.0,False,DIRECT_LAB_VERIFIED
55,45,AB+,PACKED_RED_BLOOD_CELLS,26,BATCH-45-ABP-00055,CONFIRMED_AVAILABILITY,2026-08-10,2026-09-14,4.0,False,DIRECT_LAB_VERIFIED
56,35,O-,FRESH_FROZEN_PLASMA,23,BATCH-35-ON-00056,CONFIRMED_AVAILABILITY,2026-09-05,2027-09-05,-22.0,False,DIRECT_LAB_VERIFIED
57,20,B+,PLATELET_CONCENTRATE,4,BATCH-20-BP-00057,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
58,34,O-,PACKED_RED_BLOOD_CELLS,23,BATCH-34-ON-00058,CONFIRMED_AVAILABILITY,2026-08-26,2026-09-30,4.0,False,DIRECT_LAB_VERIFIED
59,27,B+,PACKED_RED_BLOOD_CELLS,21,BATCH-27-BP-00059,REPORTED_AVAILABILITY,2026-08-18,2026-09-22,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
60,10,O+,PLATELET_CONCENTRATE,9,BATCH-10-OP-00060,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
61,12,AB-,PACKED_RED_BLOOD_CELLS,8,BATCH-12-ABN-00061,CONFIRMED_AVAILABILITY,2026-08-08,2026-09-12,4.0,False,DIRECT_LAB_VERIFIED
62,18,A+,FRESH_FROZEN_PLASMA,14,BATCH-18-AP-00062,CONFIRMED_AVAILABILITY,2026-07-29,2027-07-29,-22.0,False,DIRECT_LAB_VERIFIED
63,17,AB+,WHOLE_BLOOD,16,BATCH-17-ABP-00063,CONFIRMED_AVAILABILITY,2026-08-16,2026-09-20,4.0,False,DIRECT_LAB_VERIFIED
64,9,AB+,WHOLE_BLOOD,15,BATCH-09-ABP-00064,CONFIRMED_AVAILABILITY,2026-08-04,2026-09-08,4.0,False,DIRECT_LAB_VERIFIED
65,8,O+,PLATELET_CONCENTRATE,3,BATCH-08-OP-00065,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
66,16,AB-,PLATELET_CONCENTRATE,12,BATCH-16-ABN-00066,REPORTED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
67,30,A+,FRESH_FROZEN_PLASMA,8,BATCH-30-AP-00067,REPORTED_AVAILABILITY,2026-07-28,2027-07-28,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
68,29,AB+,FRESH_FROZEN_PLASMA,41,BATCH-29-ABP-00068,CONFIRMED_AVAILABILITY,2026-09-04,2027-09-04,-22.0,False,DIRECT_LAB_VERIFIED
69,35,O-,FRESH_FROZEN_PLASMA,15,BATCH-35-ON-00069,CONFIRMED_AVAILABILITY,2026-08-23,2027-08-23,-22.0,False,DIRECT_LAB_VERIFIED
70,12,O-,WHOLE_BLOOD,4,BATCH-12-ON-00070,CONFIRMED_AVAILABILITY,2026-08-06,2026-09-10,4.0,False,DIRECT_LAB_VERIFIED
71,23,AB+,PLATELET_CONCENTRATE,12,BATCH-23-ABP-00071,CONFIRMED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,DIRECT_LAB_VERIFIED
72,19,A-,WHOLE_BLOOD,3,BATCH-19-AN-00072,CONFIRMED_AVAILABILITY,2026-08-25,2026-09-29,4.0,False,DIRECT_LAB_VERIFIED
73,20,A-,WHOLE_BLOOD,16,BATCH-20-AN-00073,REPORTED_AVAILABILITY,2026-08-15,2026-09-19,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
74,17,A-,PACKED_RED_BLOOD_CELLS,24,BATCH-17-AN-00074,REPORTED_AVAILABILITY,2026-08-31,2026-10-05,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
75,44,O-,PLATELET_CONCENTRATE,11,BATCH-44-ON-00075,CONFIRMED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,DIRECT_LAB_VERIFIED
76,33,B-,FRESH_FROZEN_PLASMA,41,BATCH-33-BN-00076,REPORTED_AVAILABILITY,2026-08-21,2027-08-21,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
77,46,A+,PACKED_RED_BLOOD_CELLS,8,BATCH-46-AP-00077,CONFIRMED_AVAILABILITY,2026-08-08,2026-09-12,4.0,False,DIRECT_LAB_VERIFIED
78,29,O-,PACKED_RED_BLOOD_CELLS,14,BATCH-29-ON-00078,CONFIRMED_AVAILABILITY,2026-08-13,2026-09-17,4.0,False,DIRECT_LAB_VERIFIED
79,13,A+,PACKED_RED_BLOOD_CELLS,25,BATCH-13-AP-00079,REPORTED_AVAILABILITY,2026-08-09,2026-09-13,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
80,17,A+,PACKED_RED_BLOOD_CELLS,25,BATCH-17-AP-00080,REPORTED_AVAILABILITY,2026-08-25,2026-09-29,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
81,49,B+,PLATELET_CONCENTRATE,11,BATCH-49-BP-00081,CONFIRMED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,DIRECT_LAB_VERIFIED
82,7,O+,FRESH_FROZEN_PLASMA,43,BATCH-07-OP-00082,REPORTED_AVAILABILITY,2026-07-21,2027-07-21,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
83,37,B-,WHOLE_BLOOD,16,BATCH-37-BN-00083,REPORTED_AVAILABILITY,2026-08-21,2026-09-25,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
84,41,AB-,WHOLE_BLOOD,7,BATCH-41-ABN-00084,REPORTED_AVAILABILITY,2026-08-04,2026-09-08,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
85,36,O+,FRESH_FROZEN_PLASMA,34,BATCH-36-OP-00085,CONFIRMED_AVAILABILITY,2026-08-26,2027-08-26,-22.0,True,DIRECT_LAB_VERIFIED
86,1,A+,FRESH_FROZEN_PLASMA,45,BATCH-01-AP-00086,REPORTED_AVAILABILITY,2026-08-03,2027-08-03,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
87,34,A+,PACKED_RED_BLOOD_CELLS,26,BATCH-34-AP-00087,REPORTED_AVAILABILITY,2026-08-22,2026-09-26,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
88,13,O-,PLATELET_CONCENTRATE,10,BATCH-13-ON-00088,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
89,41,B+,PLATELET_CONCENTRATE,2,BATCH-41-BP-00089,REPORTED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
90,35,A-,WHOLE_BLOOD,8,BATCH-35-AN-00090,REPORTED_AVAILABILITY,2026-08-27,2026-10-01,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
91,30,O+,WHOLE_BLOOD,8,BATCH-30-OP-00091,CONFIRMED_AVAILABILITY,2026-08-30,2026-10-04,4.0,False,DIRECT_LAB_VERIFIED
92,45,A-,PACKED_RED_BLOOD_CELLS,18,BATCH-45-AN-00092,CONFIRMED_AVAILABILITY,2026-09-06,2026-10-11,4.0,False,DIRECT_LAB_VERIFIED
93,9,O-,PLATELET_CONCENTRATE,11,BATCH-09-ON-00093,CONFIRMED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,DIRECT_LAB_VERIFIED
94,20,B+,WHOLE_BLOOD,9,BATCH-20-BP-00094,CONFIRMED_AVAILABILITY,2026-08-16,2026-09-20,4.0,False,DIRECT_LAB_VERIFIED
95,20,B+,WHOLE_BLOOD,9,BATCH-20-BP-00095,CONFIRMED_AVAILABILITY,2026-08-03,2026-09-07,4.0,False,DIRECT_LAB_VERIFIED
96,40,AB-,FRESH_FROZEN_PLASMA,13,BATCH-40-ABN-00096,CONFIRMED_AVAILABILITY,2026-09-03,2027-09-03,-22.0,False,DIRECT_LAB_VERIFIED
97,48,B-,PLATELET_CONCENTRATE,7,BATCH-48-BN-00097,CONFIRMED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,DIRECT_LAB_VERIFIED
98,30,B+,PLATELET_CONCENTRATE,6,BATCH-30-BP-00098,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
99,39,A-,WHOLE_BLOOD,5,BATCH-39-AN-00099,CONFIRMED_AVAILABILITY,2026-09-05,2026-10-10,4.0,False,DIRECT_LAB_VERIFIED
100,36,O-,FRESH_FROZEN_PLASMA,21,BATCH-36-ON-00100,CONFIRMED_AVAILABILITY,2026-09-05,2027-09-05,-22.0,False,DIRECT_LAB_VERIFIED
101,27,A-,FRESH_FROZEN_PLASMA,45,BATCH-27-AN-00101,CONFIRMED_AVAILABILITY,2026-07-30,2027-07-30,-22.0,False,DIRECT_LAB_VERIFIED
102,44,AB+,PACKED_RED_BLOOD_CELLS,17,BATCH-44-ABP-00102,CONFIRMED_AVAILABILITY,2026-08-08,2026-09-12,4.0,False,DIRECT_LAB_VERIFIED
103,11,A+,PLATELET_CONCENTRATE,9,BATCH-11-AP-00103,CONFIRMED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,DIRECT_LAB_VERIFIED
104,44,A-,FRESH_FROZEN_PLASMA,29,BATCH-44-AN-00104,REPORTED_AVAILABILITY,2026-07-14,2027-07-14,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
105,5,A-,WHOLE_BLOOD,8,BATCH-05-AN-00105,REPORTED_AVAILABILITY,2026-08-05,2026-09-09,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
106,20,O-,FRESH_FROZEN_PLASMA,45,BATCH-20-ON-00106,REPORTED_AVAILABILITY,2026-08-21,2027-08-21,-22.0,True,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
107,12,O+,PLATELET_CONCENTRATE,10,BATCH-12-OP-00107,CONFIRMED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,DIRECT_LAB_VERIFIED
108,35,A+,WHOLE_BLOOD,8,BATCH-35-AP-00108,CONFIRMED_AVAILABILITY,2026-09-05,2026-10-10,4.0,False,DIRECT_LAB_VERIFIED
109,43,A+,FRESH_FROZEN_PLASMA,37,BATCH-43-AP-00109,REPORTED_AVAILABILITY,2026-07-17,2027-07-17,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
110,32,AB+,PLATELET_CONCENTRATE,12,BATCH-32-ABP-00110,CONFIRMED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,DIRECT_LAB_VERIFIED
111,43,B+,FRESH_FROZEN_PLASMA,30,BATCH-43-BP-00111,CONFIRMED_AVAILABILITY,2026-07-16,2027-07-16,-22.0,False,DIRECT_LAB_VERIFIED
112,41,O+,PACKED_RED_BLOOD_CELLS,26,BATCH-41-OP-00112,CONFIRMED_AVAILABILITY,2026-08-20,2026-09-24,4.0,False,DIRECT_LAB_VERIFIED
113,1,A+,PACKED_RED_BLOOD_CELLS,14,BATCH-01-AP-00113,REPORTED_AVAILABILITY,2026-08-30,2026-10-04,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
114,10,AB+,PLATELET_CONCENTRATE,6,BATCH-10-ABP-00114,CONFIRMED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,DIRECT_LAB_VERIFIED
115,31,A+,PACKED_RED_BLOOD_CELLS,8,BATCH-31-AP-00115,REPORTED_AVAILABILITY,2026-08-15,2026-09-19,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
116,26,O-,PLATELET_CONCENTRATE,6,BATCH-26-ON-00116,CONFIRMED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,DIRECT_LAB_VERIFIED
117,24,O-,WHOLE_BLOOD,8,BATCH-24-ON-00117,CONFIRMED_AVAILABILITY,2026-08-19,2026-09-23,4.0,False,DIRECT_LAB_VERIFIED
118,30,O+,PLATELET_CONCENTRATE,2,BATCH-30-OP-00118,REPORTED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
119,43,A+,PACKED_RED_BLOOD_CELLS,29,BATCH-43-AP-00119,REPORTED_AVAILABILITY,2026-09-03,2026-10-08,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
120,27,B-,FRESH_FROZEN_PLASMA,37,BATCH-27-BN-00120,CONFIRMED_AVAILABILITY,2026-08-18,2027-08-18,-22.0,False,DIRECT_LAB_VERIFIED
121,33,A+,FRESH_FROZEN_PLASMA,16,BATCH-33-AP-00121,CONFIRMED_AVAILABILITY,2026-09-04,2027-09-04,-22.0,False,DIRECT_LAB_VERIFIED
122,1,AB-,WHOLE_BLOOD,14,BATCH-01-ABN-00122,REPORTED_AVAILABILITY,2026-08-08,2026-09-12,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
123,28,B+,WHOLE_BLOOD,15,BATCH-28-BP-00123,CONFIRMED_AVAILABILITY,2026-08-15,2026-09-19,4.0,False,DIRECT_LAB_VERIFIED
124,23,AB-,PLATELET_CONCENTRATE,7,BATCH-23-ABN-00124,CONFIRMED_AVAILABILITY,2026-09-02,2026-09-07,22.0,False,DIRECT_LAB_VERIFIED
125,25,AB-,PACKED_RED_BLOOD_CELLS,27,BATCH-25-ABN-00125,CONFIRMED_AVAILABILITY,2026-08-10,2026-09-14,4.0,False,DIRECT_LAB_VERIFIED
126,33,O-,PLATELET_CONCENTRATE,12,BATCH-33-ON-00126,REPORTED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
127,31,A-,PLATELET_CONCENTRATE,2,BATCH-31-AN-00127,REPORTED_AVAILABILITY,2026-09-06,2026-09-11,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
128,17,O+,FRESH_FROZEN_PLASMA,29,BATCH-17-OP-00128,REPORTED_AVAILABILITY,2026-07-14,2027-07-14,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
129,40,AB-,PLATELET_CONCENTRATE,11,BATCH-40-ABN-00129,CONFIRMED_AVAILABILITY,2026-09-04,2026-09-09,22.0,False,DIRECT_LAB_VERIFIED
130,19,AB+,WHOLE_BLOOD,3,BATCH-19-ABP-00130,CONFIRMED_AVAILABILITY,2026-08-19,2026-09-23,4.0,False,DIRECT_LAB_VERIFIED
131,20,AB-,PACKED_RED_BLOOD_CELLS,14,BATCH-20-ABN-00131,REPORTED_AVAILABILITY,2026-08-13,2026-09-17,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
132,3,O+,FRESH_FROZEN_PLASMA,14,BATCH-03-OP-00132,REPORTED_AVAILABILITY,2026-07-14,2027-07-14,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
133,26,A-,PLATELET_CONCENTRATE,10,BATCH-26-AN-00133,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
134,40,AB-,FRESH_FROZEN_PLASMA,44,BATCH-40-ABN-00134,REPORTED_AVAILABILITY,2026-08-20,2027-08-20,-22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
135,7,B-,PLATELET_CONCENTRATE,12,BATCH-07-BN-00135,REPORTED_AVAILABILITY,2026-09-05,2026-09-10,22.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
136,40,O-,WHOLE_BLOOD,5,BATCH-40-ON-00136,CONFIRMED_AVAILABILITY,2026-09-01,2026-10-06,4.0,False,DIRECT_LAB_VERIFIED
137,46,O+,WHOLE_BLOOD,17,BATCH-46-OP-00137,CONFIRMED_AVAILABILITY,2026-08-19,2026-09-23,4.0,False,DIRECT_LAB_VERIFIED
138,4,AB+,PACKED_RED_BLOOD_CELLS,22,BATCH-04-ABP-00138,REPORTED_AVAILABILITY,2026-08-04,2026-09-08,4.0,False,SYNTHETIC_ERAKTKOSH_COMPATIBLE_FEED
139,7,AB+,PLATELET_CONCENTRATE,12,BATCH-07-ABP-00139,CONFIRMED_AVAILABILITY,2026-09-03,2026-09-08,22.0,False,DIRECT_LAB_VERIFIED
140,17,B-,FRESH_FROZEN_PLASMA,38,BATCH-17-BN-00140,CONFIRMED_AVAILABILITY,2026-08-13,2027-08-13,-22.0,False,DIRECT_LAB_VERIFIED
141,38,B-,WHOLE_BLOOD,5,BATCH-38-BN-00141,CONFIRMED_AVAILABILITY,2026-08-12,2026-09-16,4.0,False,DIRECT_LAB_VERIFIED
142,34,O-,WHOLE_BLOOD,15,BATCH-34-ON-00142,CONFIRMED_AVAILABILITY,2026-08-18,2026-09-22,4.0,False,DIRECT_LAB_VERIFIED
143,44,A+,FRESH_FROZEN_PLASMA,20,BATCH-44-AP-00143,CONFIRMED_AVAILABILITY,2026-09-01,2027-09-01,-22.0,False,DIRECT_LAB_VERIFIED
